temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria
4.38,83.03,561.77,0.43,2024-10-18,11:36:00,37.35
31.69,75.14,486.04,0.3,2024-10-18,11:40:00,39.74
45.73,83.78,235.04,0.44,2024-10-18,11:44:00,40.2
10.43,75.79,393.52,0.12,2024-10-18,11:48:00,37.18
33.26,71.68,319.99,0.14,2024-10-18,11:52:00,37.88
3.93,70.63,92.44,0.18,2024-10-18,11:56:00,41.03
30.19,74.38,653.17,0.05,2024-10-18,12:00:00,39.83
8.2,60.81,410.12,0.33,2024-10-18,12:04:00,35.79
36.8,83.4,633.77,0.23,2024-10-18,12:08:00,34.63
15.06,89.58,593.16,1.0,2024-10-18,12:12:00,37.5
23.17,72.41,57.44,0.21,2024-10-18,12:16:00,36.11
29.97,61.61,149.23,0.73,2024-10-18,12:20:00,38.97
8.56,94.54,104.59,0.26,2024-10-18,12:24:00,39.45
37.08,69.23,598.16,0.55,2024-10-18,12:28:00,38.53
15.13,64.43,620.96,1.17,2024-10-18,12:32:00,36.4
33.12,72.94,380.14,0.18,2024-10-18,12:36:00,35.46
7.91,85.85,75.01,1.28,2024-10-18,12:40:00,39.32
34.41,70.29,97.64,0.82,2024-10-18,12:44:00,39.64
6.41,80.11,585.76,0.64,2024-10-18,12:48:00,40.19
21.27,74.54,669.02,0.54,2024-10-18,12:52:00,37.39
12.36,64.12,143.62,0.47,2024-10-18,12:56:00,37.78
37.42,71.56,8.02,0.93,2024-10-18,13:00:00,39.58
13.1,85.37,238.29,0.47,2024-10-18,13:04:00,37.97
44.09,81.42,21.96,0.4,2024-10-18,13:08:00,36.79
44.59,64.19,596.14,0.75,2024-10-18,13:12:00,36.25
9.82,65.72,353.89,0.26,2024-10-18,13:16:00,39.36
30.69,82.43,462.14,1.53,2024-10-18,13:20:00,37.33
4.39,88.47,296.27,0.63,2024-10-18,13:24:00,36.82
19.58,72.23,248.77,0.42,2024-10-18,13:28:00,38.8
35.67,80.84,159.98,0.42,2024-10-18,13:32:00,36.47
32.97,65.97,554.78,0.38,2024-10-18,13:36:00,36.73
31.24,70.9,500.79,0.69,2024-10-18,13:40:00,37.95
14.13,60.71,259.72,0.55,2024-10-18,13:44:00,36.93
18.9,86.89,231.2,0.45,2024-10-18,13:48:00,40.69
5.15,74.04,0.89,1.08,2024-10-18,13:52:00,38.92
35.95,88.56,45.76,1.21,2024-10-18,13:56:00,38.1
25.19,84.79,448.74,0.2,2024-10-18,14:00:00,40.64
35.44,89.01,370.52,0.41,2024-10-18,14:04:00,37.99
12.45,70.0,313.06,0.35,2024-10-18,14:08:00,39.98
16.22,66.48,595.8,0.32,2024-10-18,14:12:00,35.82
16.71,94.02,362.81,0.34,2024-10-18,14:16:00,36.54
1.29,85.11,276.84,0.21,2024-10-18,14:20:00,35.88
17.05,89.19,116.1,0.83,2024-10-18,14:24:00,38.79
40.17,60.46,590.9,0.41,2024-10-18,14:28:00,34.69
44.86,72.41,414.9,0.52,2024-10-18,14:32:00,38.41
25.91,86.0,66.57,0.83,2024-10-18,14:36:00,36.77
22.78,62.73,467.21,0.2,2024-10-18,14:40:00,38.01
1.54,79.86,306.05,0.56,2024-10-18,14:44:00,37.71
43.96,75.02,584.2,0.16,2024-10-18,14:48:00,38.85
0.65,60.62,661.62,0.16,2024-10-18,14:52:00,42.2
47.24,68.26,432.34,0.48,2024-10-18,14:56:00,41.76
24.46,69.97,526.76,0.46,2024-10-18,15:00:00,39.35
17.1,63.92,40.75,0.2,2024-10-18,15:04:00,37.02
46.21,82.1,403.38,1.0,2024-10-18,15:08:00,38.07
1.22,68.48,543.84,0.07,2024-10-18,15:12:00,36.89
29.07,69.72,357.67,0.2,2024-10-18,15:16:00,36.21
27.45,91.44,427.36,0.35,2024-10-18,15:20:00,33.77
10.97,76.35,647.24,0.28,2024-10-18,15:24:00,37.21
21.44,73.72,142.63,0.18,2024-10-18,15:28:00,38.21
32.61,85.34,70.74,1.75,2024-10-18,15:32:00,38.87
36.36,91.84,497.26,0.86,2024-10-18,15:36:00,37.87
0.04,60.88,592.45,0.4,2024-10-18,15:40:00,36.25
46.84,75.69,612.35,1.07,2024-10-18,15:44:00,36.63
8.23,81.38,461.98,0.97,2024-10-18,15:48:00,39.46
11.68,71.15,599.91,0.29,2024-10-18,15:52:00,34.19
13.17,87.03,504.48,0.42,2024-10-18,15:56:00,36.58
1.89,94.0,62.91,0.47,2024-10-18,16:00:00,37.64
6.15,93.02,548.67,0.83,2024-10-18,16:04:00,36.77
49.32,69.31,129.14,0.67,2024-10-18,16:08:00,34.54
15.76,67.92,170.36,0.43,2024-10-18,16:12:00,39.44
5.77,93.51,284.15,0.3,2024-10-18,16:16:00,39.89
5.35,76.05,226.49,0.46,2024-10-18,16:20:00,35.58
35.97,67.29,231.59,0.18,2024-10-18,16:24:00,31.13
42.73,84.74,121.87,0.23,2024-10-18,16:28:00,41.54
12.85,69.95,211.59,0.39,2024-10-18,16:32:00,36.7
1.05,69.35,14.16,0.44,2024-10-18,16:36:00,35.58
11.15,90.77,340.5,1.43,2024-10-18,16:40:00,37.29
2.83,65.69,553.39,0.24,2024-10-18,16:44:00,38.15
5.17,62.25,620.82,0.08,2024-10-18,16:48:00,36.24
21.58,69.42,590.71,0.32,2024-10-18,16:52:00,37.75
11.5,81.24,299.85,0.28,2024-10-18,16:56:00,37.24
25.8,64.31,525.91,0.38,2024-10-18,17:00:00,36.1
12.67,76.51,207.28,0.34,2024-10-18,17:04:00,34.2
47.03,81.96,40.0,0.43,2024-10-18,17:08:00,40.12
45.3,89.71,486.7,0.83,2024-10-18,17:12:00,38.58
28.34,68.05,467.13,0.54,2024-10-18,17:16:00,35.91
17.72,88.61,577.17,0.27,2024-10-18,17:20:00,38.25
19.06,68.22,443.6,0.08,2024-10-18,17:24:00,35.69
20.59,83.69,112.96,0.67,2024-10-18,17:28:00,37.34
36.38,75.07,614.28,0.86,2024-10-18,17:32:00,38.6
22.58,64.01,451.62,0.33,2024-10-18,17:36:00,38.33
42.84,85.0,581.48,1.32,2024-10-18,17:40:00,36.58
47.2,67.62,557.36,0.65,2024-10-18,17:44:00,39.02
16.8,66.18,214.46,0.52,2024-10-18,17:48:00,37.4
28.03,72.54,53.68,0.41,2024-10-18,17:52:00,36.32
4.75,82.87,127.08,0.87,2024-10-18,17:56:00,40.71
10.02,68.19,66.86,1.26,2024-10-18,18:00:00,35.11
20.67,66.43,175.26,1.22,2024-10-18,18:04:00,38.15
10.31,60.35,330.86,0.47,2024-10-18,18:08:00,40.17
43.83,76.51,652.9,1.21,2024-10-18,18:12:00,33.93
7.91,75.0,627.85,0.26,2024-10-18,18:16:00,40.6
22.78,68.19,517.39,0.78,2024-10-18,18:20:00,40.69
30.28,61.88,17.36,0.24,2024-10-18,18:24:00,36.37
34.59,75.02,245.8,0.72,2024-10-18,18:28:00,37.88
19.15,87.59,491.29,0.72,2024-10-18,18:32:00,35.82
43.45,85.03,92.9,0.33,2024-10-18,18:36:00,35.63
28.42,90.13,576.78,0.27,2024-10-18,18:40:00,35.01
21.98,60.34,658.49,1.13,2024-10-18,18:44:00,40.65
3.36,93.82,254.96,0.19,2024-10-18,18:48:00,36.79
23.23,71.95,508.21,0.14,2024-10-18,18:52:00,34.48
41.04,94.66,106.71,0.63,2024-10-18,18:56:00,39.32
30.73,68.84,497.39,0.46,2024-10-18,19:00:00,38.58
41.61,76.5,15.45,0.62,2024-10-18,19:04:00,37.98
24.7,72.39,108.56,0.28,2024-10-18,19:08:00,35.9
5.92,72.45,511.11,0.3,2024-10-18,19:12:00,36.4
0.68,89.48,512.53,0.47,2024-10-18,19:16:00,41.35
15.16,86.12,461.64,0.47,2024-10-18,19:20:00,37.96
34.9,94.73,343.7,0.45,2024-10-18,19:24:00,36.13
39.51,81.47,485.93,1.25,2024-10-18,19:28:00,38.66
14.79,76.21,557.14,1.32,2024-10-18,19:32:00,38.86
24.78,63.15,695.87,0.18,2024-10-18,19:36:00,40.79
21.06,94.88,639.82,0.63,2024-10-18,19:40:00,37.28
20.53,79.3,572.06,0.21,2024-10-18,19:44:00,38.61
11.57,84.52,500.23,1.49,2024-10-18,19:48:00,38.2
6.82,74.24,413.39,0.31,2024-10-18,19:52:00,35.7
9.83,79.17,86.84,0.38,2024-10-18,19:56:00,34.39
2.77,92.99,119.2,0.85,2024-10-18,20:00:00,38.36
9.91,65.82,590.6,0.23,2024-10-18,20:04:00,38.49
0.46,70.23,578.39,0.14,2024-10-18,20:08:00,32.23
31.36,65.32,442.41,0.23,2024-10-18,20:12:00,38.15
15.82,87.73,315.96,0.96,2024-10-18,20:16:00,36.92
48.66,62.17,18.74,0.36,2024-10-18,20:20:00,37.94
9.69,62.86,235.57,0.91,2024-10-18,20:24:00,36.1
17.29,70.45,302.86,0.48,2024-10-18,20:28:00,39.97
17.89,78.0,349.79,0.11,2024-10-18,20:32:00,39.11
0.42,74.22,669.11,0.28,2024-10-18,20:36:00,34.26
41.96,61.57,78.27,0.58,2024-10-18,20:40:00,35.07
1.6,93.51,373.58,0.06,2024-10-18,20:44:00,37.15
47.01,93.35,264.9,0.65,2024-10-18,20:48:00,35.78
44.6,69.78,712.87,0.14,2024-10-18,20:52:00,39.17
26.78,85.6,620.54,0.29,2024-10-18,20:56:00,34.98
27.18,80.25,315.93,1.26,2024-10-18,21:00:00,39.14
32.69,68.31,719.78,1.28,2024-10-18,21:04:00,32.13
19.35,69.18,370.13,0.7,2024-10-18,21:08:00,36.17
32.36,77.19,120.32,0.53,2024-10-18,21:12:00,39.75
2.24,74.67,400.23,0.31,2024-10-18,21:16:00,36.85
2.7,70.19,162.87,0.11,2024-10-18,21:20:00,37.01
22.86,88.26,458.15,0.48,2024-10-18,21:24:00,38.5
27.48,76.85,674.96,0.38,2024-10-18,21:28:00,37.99
44.39,82.92,566.06,0.33,2024-10-18,21:32:00,36.71
5.23,66.62,196.68,1.07,2024-10-18,21:36:00,39.56
41.13,78.67,213.74,0.22,2024-10-18,21:40:00,37.17
10.5,71.13,49.89,2.06,2024-10-18,21:44:00,37.99
19.7,78.42,205.82,0.84,2024-10-18,21:48:00,38.79
15.83,87.33,66.69,0.38,2024-10-18,21:52:00,32.03
20.01,86.91,359.6,0.08,2024-10-18,21:56:00,35.44
7.52,72.4,510.01,0.81,2024-10-18,22:00:00,35.69
25.18,84.3,540.85,1.83,2024-10-18,22:04:00,38.18
40.08,92.95,42.86,2.47,2024-10-18,22:08:00,40.34
22.08,81.9,244.77,0.24,2024-10-18,22:12:00,33.12
24.53,65.19,207.48,0.86,2024-10-18,22:16:00,36.01
42.44,83.79,75.1,0.17,2024-10-18,22:20:00,39.02
35.3,63.67,260.98,0.09,2024-10-18,22:24:00,33.35
24.52,90.52,215.51,1.05,2024-10-18,22:28:00,37.58
12.88,78.08,456.84,0.31,2024-10-18,22:32:00,37.72
44.25,73.48,635.98,0.38,2024-10-18,22:36:00,37.88
28.85,62.0,327.49,0.37,2024-10-18,22:40:00,34.55
11.06,73.33,537.6,0.02,2024-10-18,22:44:00,36.7
13.46,91.61,105.13,0.38,2024-10-18,22:48:00,34.37
40.16,60.73,644.38,1.21,2024-10-18,22:52:00,38.98
2.21,76.61,109.87,0.34,2024-10-18,22:56:00,34.63
49.6,92.59,138.31,0.56,2024-10-18,23:00:00,36.83
6.52,73.82,76.65,0.11,2024-10-18,23:04:00,40.93
39.8,74.99,222.97,0.81,2024-10-18,23:08:00,38.99
19.74,80.25,397.74,0.32,2024-10-18,23:12:00,33.19
24.61,76.2,711.36,0.22,2024-10-18,23:16:00,36.11
44.03,65.9,571.22,0.21,2024-10-18,23:20:00,36.85
20.65,60.65,273.91,1.73,2024-10-18,23:24:00,36.33
26.87,81.34,414.61,0.06,2024-10-18,23:28:00,37.47
2.46,92.23,448.78,0.72,2024-10-18,23:32:00,37.92
0.12,63.72,592.36,0.07,2024-10-18,23:36:00,40.35
12.24,67.38,530.25,0.73,2024-10-18,23:40:00,35.74
34.03,72.96,409.89,0.25,2024-10-18,23:44:00,38.15
6.06,88.31,481.81,0.72,2024-10-18,23:48:00,36.29
5.69,69.42,537.06,0.42,2024-10-18,23:52:00,39.79
20.55,90.87,95.86,0.58,2024-10-18,23:56:00,37.42
32.39,61.92,144.33,0.52,2024-10-19,00:00:00,36.72
35.6,92.93,495.78,0.51,2024-10-19,00:04:00,36.1
8.92,79.63,612.31,0.08,2024-10-19,00:08:00,34.88
3.98,83.06,294.67,0.21,2024-10-19,00:12:00,38.34
47.02,72.87,705.52,0.87,2024-10-19,00:16:00,34.96
13.03,87.37,155.57,0.3,2024-10-19,00:20:00,32.86
42.67,65.83,300.02,0.41,2024-10-19,00:24:00,34.66
43.17,61.71,272.54,0.19,2024-10-19,00:28:00,36.88
38.63,73.84,669.81,0.23,2024-10-19,00:32:00,34.13
8.44,89.88,205.47,1.55,2024-10-19,00:36:00,34.95
41.09,86.42,338.97,1.26,2024-10-19,00:40:00,32.77
38.46,78.1,134.81,0.72,2024-10-19,00:44:00,34.89
29.84,80.02,375.31,0.78,2024-10-19,00:48:00,39.96
16.86,64.55,617.33,0.61,2024-10-19,00:52:00,35.26
13.13,89.42,218.91,0.47,2024-10-19,00:56:00,36.31
6.09,87.54,583.77,1.61,2024-10-19,01:00:00,41.0
25.49,82.98,656.14,0.31,2024-10-19,01:04:00,37.17
29.26,76.32,52.53,0.25,2024-10-19,01:08:00,37.08
17.97,93.76,544.63,0.34,2024-10-19,01:12:00,34.58
23.77,90.77,183.85,0.33,2024-10-19,01:16:00,36.93
18.18,82.56,126.24,0.89,2024-10-19,01:20:00,39.94
32.05,73.01,432.81,0.26,2024-10-19,01:24:00,34.05
45.06,81.63,508.03,0.46,2024-10-19,01:28:00,36.09
8.2,80.14,284.23,0.64,2024-10-19,01:32:00,34.1
19.07,73.8,28.21,0.53,2024-10-19,01:36:00,39.67
7.04,70.73,654.27,0.16,2024-10-19,01:40:00,34.07
31.25,74.25,526.14,0.63,2024-10-19,01:44:00,35.02
36.44,80.09,195.6,0.56,2024-10-19,01:48:00,34.1
46.6,74.98,357.74,0.72,2024-10-19,01:52:00,33.64
13.94,69.23,20.01,0.68,2024-10-19,01:56:00,36.59
47.51,86.63,244.28,0.71,2024-10-19,02:00:00,35.69
3.16,78.6,376.23,0.04,2024-10-19,02:04:00,37.09
30.15,62.37,372.4,0.22,2024-10-19,02:08:00,37.62
2.86,72.89,149.89,0.95,2024-10-19,02:12:00,33.01
44.69,90.97,559.26,0.25,2024-10-19,02:16:00,36.97
26.49,86.43,215.18,1.0,2024-10-19,02:20:00,34.53
33.47,71.31,417.9,0.33,2024-10-19,02:24:00,36.63
41.58,92.84,195.5,0.28,2024-10-19,02:28:00,37.01
7.52,62.68,306.12,0.34,2024-10-19,02:32:00,35.81
1.93,93.64,149.41,3.17,2024-10-19,02:36:00,38.95
43.94,68.6,455.77,0.43,2024-10-19,02:40:00,33.45
15.75,60.32,306.42,0.83,2024-10-19,02:44:00,34.05
6.45,75.18,11.6,2.24,2024-10-19,02:48:00,36.79
23.42,72.56,20.28,0.66,2024-10-19,02:52:00,40.51
29.92,78.87,339.22,1.55,2024-10-19,02:56:00,34.4
1.55,87.89,131.92,0.94,2024-10-19,03:00:00,36.14
13.74,89.49,421.23,0.73,2024-10-19,03:04:00,38.65
1.64,74.04,293.9,0.16,2024-10-19,03:08:00,38.09
21.02,75.04,471.18,0.38,2024-10-19,03:12:00,37.48
44.76,65.19,685.72,0.66,2024-10-19,03:16:00,34.8
49.13,61.66,380.69,0.29,2024-10-19,03:20:00,36.18
31.85,82.44,566.91,0.7,2024-10-19,03:24:00,36.28
8.08,62.26,542.19,0.42,2024-10-19,03:28:00,38.3
45.29,85.68,663.69,0.23,2024-10-19,03:32:00,35.94
25.81,78.87,154.09,0.83,2024-10-19,03:36:00,38.91
7.69,66.95,595.68,0.6,2024-10-19,03:40:00,36.08
46.09,78.88,651.97,0.72,2024-10-19,03:44:00,36.46
37.87,66.4,282.79,0.53,2024-10-19,03:48:00,35.92
36.59,75.36,225.95,0.32,2024-10-19,03:52:00,35.81
35.46,87.98,685.47,0.45,2024-10-19,03:56:00,36.02
10.02,76.17,451.9,0.29,2024-10-19,04:00:00,36.22
10.55,65.2,274.09,1.37,2024-10-19,04:04:00,32.9
34.41,85.33,570.12,0.61,2024-10-19,04:08:00,35.58
10.99,66.54,219.22,0.47,2024-10-19,04:12:00,39.51
21.93,85.85,127.01,0.4,2024-10-19,04:16:00,32.49
39.1,76.78,391.66,0.21,2024-10-19,04:20:00,35.62
39.2,75.88,407.67,0.64,2024-10-19,04:24:00,34.98
22.66,89.8,594.54,0.17,2024-10-19,04:28:00,36.75
39.61,84.8,329.06,1.19,2024-10-19,04:32:00,37.11
41.93,61.15,586.5,0.8,2024-10-19,04:36:00,36.37
32.74,70.37,224.15,0.25,2024-10-19,04:40:00,32.05
11.42,90.48,414.27,1.21,2024-10-19,04:44:00,32.01
13.7,60.64,150.1,0.43,2024-10-19,04:48:00,30.73
15.74,79.08,277.52,0.76,2024-10-19,04:52:00,35.78
5.84,85.47,617.43,0.42,2024-10-19,04:56:00,32.75
13.66,81.76,155.51,0.43,2024-10-19,05:00:00,31.34
10.48,86.62,583.37,0.99,2024-10-19,05:04:00,34.19
22.77,85.4,203.67,0.47,2024-10-19,05:08:00,34.65
45.42,84.22,24.83,0.33,2024-10-19,05:12:00,35.85
5.22,88.75,79.15,0.28,2024-10-19,05:16:00,36.02
36.01,82.6,537.03,0.4,2024-10-19,05:20:00,36.11
34.36,74.08,188.69,1.69,2024-10-19,05:24:00,37.63
4.79,76.52,470.98,0.6,2024-10-19,05:28:00,35.39
46.13,85.09,503.42,0.23,2024-10-19,05:32:00,37.47
28.42,90.67,248.49,0.59,2024-10-19,05:36:00,35.26
18.19,69.53,341.94,1.2,2024-10-19,05:40:00,35.16
37.83,71.97,290.71,1.22,2024-10-19,05:44:00,34.8
12.87,92.58,682.09,0.66,2024-10-19,05:48:00,35.86
34.68,80.25,230.36,0.92,2024-10-19,05:52:00,37.25
1.99,66.26,131.99,0.47,2024-10-19,05:56:00,37.2
41.97,83.23,263.23,0.39,2024-10-19,06:00:00,37.13
22.41,94.68,482.05,0.25,2024-10-19,06:04:00,36.53
31.83,88.82,502.1,0.28,2024-10-19,06:08:00,33.59
11.06,86.1,665.32,0.47,2024-10-19,06:12:00,41.4
33.85,67.28,634.86,0.87,2024-10-19,06:16:00,33.21
38.61,90.66,207.59,0.5,2024-10-19,06:20:00,36.12
23.66,78.4,327.72,0.29,2024-10-19,06:24:00,41.86
30.89,91.13,538.03,1.03,2024-10-19,06:28:00,37.62
22.82,71.54,659.91,1.14,2024-10-19,06:32:00,34.45
44.7,62.17,242.76,0.31,2024-10-19,06:36:00,38.28
24.89,76.66,320.0,0.44,2024-10-19,06:40:00,36.22
42.09,69.44,647.62,0.16,2024-10-19,06:44:00,34.19
40.07,85.03,258.11,0.89,2024-10-19,06:48:00,36.25
20.53,93.5,345.97,0.09,2024-10-19,06:52:00,35.08
11.5,84.18,651.24,0.49,2024-10-19,06:56:00,35.37
20.3,91.04,577.62,0.58,2024-10-19,07:00:00,35.88
41.31,75.86,175.27,0.31,2024-10-19,07:04:00,37.18
11.38,87.01,233.85,0.29,2024-10-19,07:08:00,37.58
26.22,89.51,254.13,0.75,2024-10-19,07:12:00,34.31
40.3,84.88,657.17,0.63,2024-10-19,07:16:00,36.48
17.67,77.77,719.23,0.78,2024-10-19,07:20:00,35.22
32.11,81.91,557.28,0.13,2024-10-19,07:24:00,37.28
12.28,84.52,348.71,1.25,2024-10-19,07:28:00,33.69
5.46,68.86,7.33,1.31,2024-10-19,07:32:00,35.69
39.72,88.34,502.19,0.56,2024-10-19,07:36:00,32.06
4.95,93.26,280.34,0.39,2024-10-19,07:40:00,37.12
13.57,76.28,455.75,0.47,2024-10-19,07:44:00,39.31
42.76,84.54,436.82,1.13,2024-10-19,07:48:00,38.79
17.32,85.8,346.2,0.29,2024-10-19,07:52:00,37.36
48.65,83.18,679.96,0.12,2024-10-19,07:56:00,36.83
48.99,79.15,16.67,0.75,2024-10-19,08:00:00,39.81
13.41,90.86,512.74,0.49,2024-10-19,08:04:00,34.55
2.05,75.71,295.08,1.08,2024-10-19,08:08:00,35.15
35.25,62.14,513.93,0.52,2024-10-19,08:12:00,38.47
22.55,89.56,486.16,1.71,2024-10-19,08:16:00,35.36
5.04,83.59,7.37,1.79,2024-10-19,08:20:00,33.78
35.38,89.72,205.44,0.34,2024-10-19,08:24:00,32.59
1.56,64.85,136.15,0.09,2024-10-19,08:28:00,33.94
43.51,61.08,120.23,0.58,2024-10-19,08:32:00,39.13
6.93,92.7,524.5,0.16,2024-10-19,08:36:00,35.39
6.37,65.17,172.48,0.14,2024-10-19,08:40:00,34.07
8.78,88.34,341.81,0.93,2024-10-19,08:44:00,35.41
48.01,88.81,177.83,0.63,2024-10-19,08:48:00,36.23
34.66,84.8,417.77,0.3,2024-10-19,08:52:00,31.85
40.07,64.59,518.81,0.52,2024-10-19,08:56:00,33.78
19.88,83.36,238.37,0.55,2024-10-19,09:00:00,32.58
16.82,91.12,434.18,0.62,2024-10-19,09:04:00,38.47
11.72,74.89,593.9,1.04,2024-10-19,09:08:00,35.3
24.03,74.47,67.84,0.48,2024-10-19,09:12:00,35.18
27.59,75.5,511.68,0.1,2024-10-19,09:16:00,35.16
31.59,62.88,232.66,1.33,2024-10-19,09:20:00,33.27
12.86,91.22,88.31,0.49,2024-10-19,09:24:00,36.54
47.43,90.42,392.87,0.29,2024-10-19,09:28:00,39.17
8.49,94.93,162.91,0.17,2024-10-19,09:32:00,34.25
48.28,80.48,591.38,0.55,2024-10-19,09:36:00,37.26
0.74,86.29,30.89,0.43,2024-10-19,09:40:00,35.25
24.06,67.09,71.03,0.24,2024-10-19,09:44:00,33.94
16.67,83.36,375.12,0.96,2024-10-19,09:48:00,37.27
22.46,82.74,424.04,0.2,2024-10-19,09:52:00,32.21
28.53,91.54,525.52,0.18,2024-10-19,09:56:00,32.6
21.78,89.08,186.67,0.28,2024-10-19,10:00:00,38.97
20.74,92.85,606.07,0.08,2024-10-19,10:04:00,34.62
36.64,90.41,686.26,0.1,2024-10-19,10:08:00,37.8
34.29,90.4,359.31,0.2,2024-10-19,10:12:00,35.17
41.66,62.23,547.58,0.34,2024-10-19,10:16:00,30.33
12.5,89.61,377.89,0.2,2024-10-19,10:20:00,36.75
30.48,81.26,50.02,0.55,2024-10-19,10:24:00,36.12
29.26,73.32,234.8,0.23,2024-10-19,10:28:00,33.88
18.49,61.98,62.99,0.59,2024-10-19,10:32:00,37.56
24.3,83.72,711.99,0.25,2024-10-19,10:36:00,37.23
15.69,71.49,164.9,0.54,2024-10-19,10:40:00,33.84
7.09,76.37,457.85,1.25,2024-10-19,10:44:00,37.51
10.69,83.86,204.73,0.63,2024-10-19,10:48:00,35.78
5.28,91.91,470.34,0.09,2024-10-19,10:52:00,35.47
34.15,88.89,151.49,0.2,2024-10-19,10:56:00,33.85
33.04,75.77,565.39,0.11,2024-10-19,11:00:00,33.48
47.53,73.57,79.78,0.14,2024-10-19,11:04:00,38.14
36.48,68.39,644.51,0.92,2024-10-19,11:08:00,36.06
2.6,73.03,605.1,0.4,2024-10-19,11:12:00,37.18
44.21,63.89,488.74,0.43,2024-10-19,11:16:00,34.32
43.13,93.99,48.54,0.93,2024-10-19,11:20:00,36.28
22.17,80.09,150.17,0.23,2024-10-19,11:24:00,34.57
29.29,64.47,618.74,0.55,2024-10-19,11:28:00,36.59
48.8,72.35,87.82,0.75,2024-10-19,11:32:00,32.44
26.62,79.15,112.27,0.37,2024-10-19,11:36:00,32.47
45.27,78.65,391.68,1.38,2024-10-19,11:40:00,33.02
4.15,61.24,197.41,0.39,2024-10-19,11:44:00,35.2
9.55,93.28,159.89,0.18,2024-10-19,11:48:00,30.78
22.04,69.64,414.59,0.25,2024-10-19,11:52:00,36.13
29.24,60.57,268.26,0.52,2024-10-19,11:56:00,36.43
40.81,62.68,101.2,0.77,2024-10-19,12:00:00,31.7
49.41,80.31,385.09,0.2,2024-10-19,12:04:00,34.37
19.44,64.82,278.65,1.08,2024-10-19,12:08:00,38.89
2.37,61.46,528.85,0.18,2024-10-19,12:12:00,34.29
40.06,73.29,73.98,1.2,2024-10-19,12:16:00,33.15
30.22,81.8,446.84,0.27,2024-10-19,12:20:00,34.4
9.93,63.91,314.28,0.03,2024-10-19,12:24:00,37.49
24.74,70.97,292.36,0.71,2024-10-19,12:28:00,32.84
37.12,74.62,167.25,0.06,2024-10-19,12:32:00,36.23
38.52,65.58,21.91,2.96,2024-10-19,12:36:00,35.97
24.98,77.71,610.34,0.51,2024-10-19,12:40:00,35.09
15.26,62.98,235.02,0.14,2024-10-19,12:44:00,34.35
48.69,61.63,490.39,0.35,2024-10-19,12:48:00,36.95
33.17,78.19,682.26,0.13,2024-10-19,12:52:00,32.81
20.41,68.68,406.79,0.67,2024-10-19,12:56:00,35.89
14.02,63.34,285.95,0.09,2024-10-19,13:00:00,31.97
36.56,74.84,193.16,0.07,2024-10-19,13:04:00,36.99
12.11,92.03,672.51,1.39,2024-10-19,13:08:00,36.57
8.59,85.35,491.1,0.19,2024-10-19,13:12:00,34.22
26.49,88.55,479.0,0.56,2024-10-19,13:16:00,34.57
14.5,90.52,306.83,0.39,2024-10-19,13:20:00,35.99
31.45,94.04,608.44,0.3,2024-10-19,13:24:00,32.31
5.9,86.71,513.84,0.32,2024-10-19,13:28:00,34.42
32.75,81.29,203.89,0.77,2024-10-19,13:32:00,35.01
14.16,72.79,431.7,0.42,2024-10-19,13:36:00,31.59
0.01,66.36,309.74,0.16,2024-10-19,13:40:00,36.79
6.35,84.03,4.74,0.15,2024-10-19,13:44:00,39.15
46.68,94.82,581.49,1.09,2024-10-19,13:48:00,39.79
43.37,76.36,88.44,0.81,2024-10-19,13:52:00,31.07
11.68,85.33,367.17,1.37,2024-10-19,13:56:00,37.28
38.92,77.33,242.08,0.82,2024-10-19,14:00:00,33.69
30.43,75.12,246.3,0.19,2024-10-19,14:04:00,34.72
48.55,74.36,343.7,0.38,2024-10-19,14:08:00,32.97
18.68,77.66,717.86,1.11,2024-10-19,14:12:00,36.14
34.07,72.84,294.03,0.16,2024-10-19,14:16:00,29.92
3.18,86.21,131.28,0.1,2024-10-19,14:20:00,32.51
19.81,90.6,441.8,1.45,2024-10-19,14:24:00,30.39
48.19,90.9,170.13,1.4,2024-10-19,14:28:00,33.74
26.95,67.97,76.0,1.15,2024-10-19,14:32:00,34.26
14.39,91.36,36.13,1.09,2024-10-19,14:36:00,31.73
6.01,71.95,16.47,0.9,2024-10-19,14:40:00,35.92
35.18,70.83,310.44,1.17,2024-10-19,14:44:00,35.73
32.24,85.44,307.24,0.22,2024-10-19,14:48:00,36.59
18.7,70.66,133.59,0.36,2024-10-19,14:52:00,37.66
47.55,61.85,564.49,0.29,2024-10-19,14:56:00,34.31
1.11,73.08,93.07,0.64,2024-10-19,15:00:00,35.28
15.19,85.25,659.03,0.09,2024-10-19,15:04:00,32.78
46.05,71.44,423.05,1.17,2024-10-19,15:08:00,34.95
16.05,82.03,19.88,0.1,2024-10-19,15:12:00,35.04
12.61,83.1,693.34,0.91,2024-10-19,15:16:00,37.85
26.71,85.68,221.72,0.27,2024-10-19,15:20:00,35.87
41.19,91.4,323.98,0.63,2024-10-19,15:24:00,35.9
5.16,75.14,204.67,0.54,2024-10-19,15:28:00,34.17
47.15,65.83,524.46,0.06,2024-10-19,15:32:00,28.24
39.75,71.16,349.69,0.55,2024-10-19,15:36:00,34.81
9.06,75.13,95.31,0.18,2024-10-19,15:40:00,33.8
